Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL214944,,None,584.19,2,7.01,32,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCC(CCN4CCCC4)CC3)ccc2c1,IC50,'=',1.5,nM,8.82,,,UO_0000065,,,,,0,CHEMBL908393,Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137354,1,Scientific Literature,J Med Chem,2006,CHEMBL3308072,,
CHEMBL217812,,None,556.13,2,6.38,31,O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCC(N4CCCC4)CC3)ccc2c1,IC50,'=',5.6,nM,8.25,,,UO_0000065,,,,,0,CHEMBL908393,Antagonist activity against human MCHR1 expressed in CHO cells by Gal4/Elk1-Luc reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137354,1,Scientific Literature,J Med Chem,2006,CHEMBL3308072,,
CHEMBL187714,,None,412.49,0,3.09,39,COc1cc(C(=O)N(C)C2CCN(Cc3ccc4c(c3)OCO4)C2)cc(OC)c1C,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL830898,Inhibition of binding to MCHR1 of human neuronal IMR32-derived cell-line I3.4.2 (Galpha-16 transfected),B,BAO_0000019,assay format,Mus musculus,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140256,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL363222,,None,246.31,0,2.62,45,CC(C)OCCOc1cccc2ccc(N)nc12,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL3686828,,None,447.54,0,2.97,BDBM142194,Cc1cc(CN2CCC[C@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccccc2)cc1=O,IC50,'=',13,nM,7.89,,277936,UO_0000065,17.62,0.33,4.92,9.31,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686837,,None,466.97,0,4.05,BDBM142204,Cc1cc(CN2CCCCC2)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',16,nM,7.8,,277948,UO_0000065,16.69,0.32,3.75,10.08,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686843,,None,482.97,0,3.02,BDBM142210,Cc1cc(CN2CCC[C@@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',31,nM,7.51,,277954,UO_0000065,15.55,0.3,4.49,7.7,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3601374,,None,426.9,0,3.12,BDBM142215,Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',24,nM,7.62,,277959,UO_0000065,17.85,0.35,4.5,9.85,1,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686774,,None,390.48,0,3.73,BDBM142137,CCNCc1ccc(C(=O)Cn2ccc(OCc3ccccc3)cc2=O)c(C)c1,IC50,'=',21,nM,7.68,,277874,UO_0000065,19.66,0.36,3.95,12.73,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686782,,None,465.53,0,3.11,BDBM142145,Cc1cc(CN2CCC(O)CC2)ccc1C(=O)Cn1ccc(OCc2ccc(F)cn2)cc1=O,IC50,'=',93,nM,7.03,,277883,UO_0000065,15.1,0.28,3.92,8.31,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3639387,,None,452.49,0,2.11,BDBM142200,Cc1cc(CN2CC[C@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(F)cn2)cc1=O,IC50,'=',49,nM,7.31,,277943,UO_0000065,16.15,0.3,5.2,7.49,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1223708,,None,502.06,2,6.32,22a,CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(Cl)cc3)CC2)c1,IC50,'=',11,nM,7.96,,,UO_0000065,15.85,0.3,1.64,12.8,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1223885,,None,565.64,2,6.62,221,CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(OC(F)(F)F)cc3)CC2)c1,IC50,'=',35,nM,7.46,,,UO_0000065,13.18,0.25,0.84,10.44,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1223966,,None,506.65,2,5.6,22p,CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3ccc(C#N)cc3)CC2)c1,IC50,'=',38,nM,7.42,,,UO_0000065,14.65,0.27,1.82,8.63,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224081,,None,516.09,2,6.34,23d,CC(=O)N(C)c1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(Cl)cc3)CC2)c1,IC50,'=',1620,nM,5.79,,,UO_0000065,11.22,0.21,-0.55,10.84,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224228,,None,486.6,0,4.75,24b,CC(=O)Nc1cccc(N2CCN(CCCNc3nc4ccccc4n3-c3ccc(F)cc3)CC2)c1,IC50,'=',646,nM,6.19,,,UO_0000065,12.72,0.23,1.44,9.46,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224231,,None,456.57,1,5.55,27c,CC(=O)Nc1cccc(C2CCN(CCc3nc4ccccc4n3-c3ccc(F)cc3)CC2)c1,IC50,'=',336,nM,6.47,,,UO_0000065,14.18,0.26,0.92,12.91,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224386,,None,499.59,0,4.73,37,CC(=O)Nc1cccc(C2CCN(CCNC(=O)c3nc4ccccc4n3-c3ccc(F)cc3)CC2)c1,IC50,'=',678,nM,6.17,,,UO_0000065,12.35,0.23,1.44,7.78,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224387,,None,515.63,2,6.25,44a,CCOC(=O)c1ccc(C2CCN(CCCCc3nc4ccccc4n3-c3ccc(F)cc3)CC2)cc1O,IC50,'=',566,nM,6.25,,,UO_0000065,12.12,0.22,0,9.24,0,CHEMBL1228974,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHOK1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1223887,,None,565.64,2,6.62,22n,CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3Cc3cccc(OC(F)(F)F)c3)CC2)c1,IC50,'=',88,nM,7.06,,,UO_0000065,,,,,0,CHEMBL1228973,Antagonist activity at human recombinant MCHR1 expressed in CHOK1 cells assessed as reduction in [3H]inositol phosphate levels by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224079,,None,461.01,1,6.07,23b,Oc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(Cl)cc3)CC2)c1,IC50,'=',1435,nM,5.84,,,UO_0000065,,,,,0,CHEMBL1228973,Antagonist activity at human recombinant MCHR1 expressed in CHOK1 cells assessed as reduction in [3H]inositol phosphate levels by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1224154,,None,503.05,2,5.26,24a,CC(=O)Nc1cccc(N2CCN(CCCNc3nc4ccccc4n3-c3ccc(Cl)cc3)CC2)c1,IC50,'=',648,nM,6.19,,,UO_0000065,,,,,0,CHEMBL1228973,Antagonist activity at human recombinant MCHR1 expressed in CHOK1 cells assessed as reduction in [3H]inositol phosphate levels by scintillation proximity assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1221388,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL3686783,,None,451.5,0,2.72,BDBM142146,Cc1cc(CN2CC[C@H](O)C2)ccc1C(=O)Cn1ccc(OCc2ccc(F)cn2)cc1=O,IC50,'=',70,nM,7.16,,277884,UO_0000065,15.85,0.3,4.43,8.45,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686849,,None,527.42,1,3.13,BDBM142220,Cc1cc(CN2CCC[C@@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(Br)cn2)cc1=O,IC50,'=',21,nM,7.68,,277966,UO_0000065,14.56,0.31,4.55,7.87,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3601377,,None,422.49,0,2.48,BDBM142122,COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1,IC50,'=',28,nM,7.55,,277972,UO_0000065,17.88,0.33,5.07,8.73,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686855,,None,478.55,0,2.37,BDBM142226,COc1ccc(COc2cnn(CC(=O)c3ccc(CN4CCC(O)CC4)cc3C)c(=O)c2)nc1,IC50,'=',34,nM,7.47,,277973,UO_0000065,15.61,0.29,5.1,6.99,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686765,,None,436.51,0,3.04,BDBM142125,COc1ccc(COc2cnn(CC(=O)c3ccc(C(C)N(C)C)cc3C)c(=O)c2)nc1,IC50,'=',20,nM,7.7,,277977,UO_0000065,17.64,0.33,4.66,8.9,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1999105,,None,409.87,0,4.05,SID124398401,CC(C)(C)OC(=O)C(C#N)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,682,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1997276,,None,403.84,0,4.89,SID125011837,N#CC(c1ccc(F)cc1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,154,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1978128,,None,337.81,0,4.12,SID125001860,CCC(C#N)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,2170,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL2004790,,None,429.86,0,4.48,SID125011840,N#CC(c1ccc2c(c1)OCO2)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,410,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1972727,,None,391.82,0,3.45,SID125267710,Cc1nnc(C(C#N)c2c(Cl)cnn(Cc3cccc4ccccc34)c2=O)o1,IC50,,435,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1987422,,None,370.84,0,4.36,SID125311290,COc1ccc(Oc2c(Cl)cnn(Cc3c(C)cccc3C)c2=O)cc1,IC50,'~',244,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1965537,,None,441.94,1,5.97,SID125311297,N#CC(c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O)c1csc2ccccc12,IC50,'>',20000,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1988350,,None,436.33,0,4.92,SID125311293,N#CC(c1ccsc1)c1c(Br)cnn(Cc2cccc3ccccc23)c1=O,IC50,,417,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1988417,,None,430.85,0,4.66,SID125311281,N#CC(c1ccc([N+](=O)[O-])cc1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,303,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1991797,,None,421.83,1,5.03,SID125258638,N#CC(c1ccc(F)c(F)c1)c1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,IC50,,186,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1992875,,None,410.86,0,4.63,SID125311287,N#Cc1cccc(C(C#N)c2c(Cl)cnn(Cc3cccc4ccccc34)c2=O)c1,IC50,,553,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL1997946,,None,409.26,1,5.01,SID125311302,O=c1c(-c2ccc(F)cc2)c(Br)cnn1Cc1cccc2ccccc12,IC50,,2240,nM,,,active,UO_0000065,,,,,0,CHEMBL1963871,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1) Set 6. (Class of assay: confirmatory) ,F,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,
CHEMBL3648371,,None,476.66,0,4.7,BDBM103310,CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CN3CCC(C(C)(C)O)CC3)cc2C1,IC50,'=',294,nM,6.53,,221067,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
CHEMBL3648373,,None,448.61,0,4.23,BDBM103312,CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC3CCOCC3)cc2C1,IC50,'=',123,nM,6.91,,221069,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
CHEMBL3648383,,None,450.62,0,4.62,BDBM103322,CN(C(=O)c1ccc(OC[C@@H]2CCCO2)cc1)[C@@H]1Cc2ccc(CNCC(C)(C)C)cc2C1,IC50,'=',144,nM,6.84,,221079,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
CHEMBL3771336,,None,377.47,0,4.31,10v,Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4cccs4)cc3=O)cn12,IC50,'=',95,nM,7.02,,,UO_0000065,18.6,0.36,2.71,14.47,0,CHEMBL3774039,Displacement of [125I]-MCH (4 to19 residues) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769308,1,Scientific Literature,J Med Chem,2016,CHEMBL3308072,,
CHEMBL3770359,,None,405.89,0,4.9,10a,Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cn12,IC50,'=',26,nM,7.58,,,UO_0000065,18.69,0.36,2.69,15.63,0,CHEMBL3774039,Displacement of [125I]-MCH (4 to19 residues) from human MCHR1 expressed in CHO cell membranes after 1 hr by liquid scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769308,1,Scientific Literature,J Med Chem,2016,CHEMBL3308072,,
CHEMBL3648378,,None,418.58,0,4.6,BDBM103317,CN(C(=O)c1ccc(OCC2CC2)cc1)[C@@H]1Cc2ccc(CNCC3(C)CC3)cc2C1,IC50,'=',121,nM,6.92,,221074,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
